node_name,gene_id,gene_symbol,string_gene_label,gene_name,primary_module,modules,contrasts,n_selected_rows,n_contrasts,min_padj,max_abs_log2FoldChange,mean_abs_log2FoldChange,strongest_contrast,strongest_log2FoldChange,strongest_padj,strongest_regulation,n_up_rows,n_down_rows,module_selection_evidence,module_selected,best_module_trait,best_module_trait_corr,best_module_trait_pval,best_module_trait_padj,fraction_deg_priority,log2FC__MA100_vs_CTR,log2FC__MA100_vs_MA1,log2FC__MA1_vs_CTR,log2FC__MC100_vs_MC1,log2FC__MC1_vs_CTR,log2FC__MD1_vs_CTR,padj__MA100_vs_CTR,padj__MA100_vs_MA1,padj__MA1_vs_CTR,padj__MC100_vs_MC1,padj__MC1_vs_CTR,padj__MD1_vs_CTR,regulation__MA100_vs_CTR,regulation__MA100_vs_MA1,regulation__MA1_vs_CTR,regulation__MC100_vs_MC1,regulation__MC1_vs_CTR,regulation__MD1_vs_CTR,n_unique_genes_in_module,n_deg_priority,n_priority_contrasts_present,priority_contrasts_present,fraction_support,trait_support
BCCIP,ENSG00000107949,BCCIP,BCCIP,BRCA2 and CDKN1A interacting protein,gainsboro,gainsboro,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,3,3,2.86852358649825e-07,1.3188247712846195,1.2484795979794214,MC100_vs_MC1,-1.3188247712846195,2.86852358649825e-07,down_in_tested,2,1,deg_fraction,True,particle_size_um,-0.2764543534617769,0.2250855359964076,0.5934073221723475,0.04092526690391459,1.2678844549506236,,,-1.3188247712846195,1.1587295677030214,,3.143113858008159e-06,,,2.86852358649825e-07,1.7625897677827828e-05,,up_in_tested,,,down_in_tested,up_in_tested,,1124,46,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
GRN,ENSG00000030582,GRN,GRN,granulin precursor,darkgrey,darkgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,4,4,3.040055809774632e-07,1.362596979962607,1.1588067315516004,MC100_vs_MC1,-1.362596979962607,3.040055809774632e-07,down_in_tested,3,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,1.0371320370141142,,,-1.362596979962607,1.1847070264230677,1.0507908828066124,0.0003086260611454,,,3.040055809774632e-07,2.381220606652203e-05,0.0002057832179274,up_in_tested,,,down_in_tested,up_in_tested,up_in_tested,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
SRP9,ENSG00000143742,SRP9,SRP9,signal recognition particle 9,dimgrey,dimgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,3,3,3.182249044804133e-07,1.240733046514638,1.1495257427846288,MC100_vs_MC1,1.240733046514638,3.182249044804133e-07,up_in_tested,1,2,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.070603609680347,,,1.240733046514638,-1.1372405721589016,,4.009317995162229e-05,,,3.182249044804133e-07,7.875174630516877e-06,,down_in_tested,,,up_in_tested,down_in_tested,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
RPS3A,ENSG00000145425,RPS3A,RPS3A,ribosomal protein S3A,dimgrey,dimgrey,MC100_vs_MC1,1,1,3.924398423134712e-07,1.072278644345266,1.072278644345266,MC100_vs_MC1,1.072278644345266,3.924398423134712e-07,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.072278644345266,,,,,,3.924398423134712e-07,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
MDK,ENSG00000110492,MDK,MDK,midkine,dimgrey,dimgrey,MC100_vs_MC1,1,1,5.014124750326657e-07,1.6222518300231277,1.6222518300231277,MC100_vs_MC1,1.6222518300231277,5.014124750326657e-07,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.6222518300231277,,,,,,5.014124750326657e-07,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
HES1,ENSG00000114315,HES1,HES1,hes family bHLH transcription factor 1,dimgrey,dimgrey,MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,5,5,6.69635699263799e-07,1.549317993293602,1.3707400666756047,MA1_vs_CTR,-1.549317993293602,6.69635699263799e-07,down_in_tested,2,3,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,1.5401568182133123,-1.549317993293602,1.1688695673761178,-1.358771891728351,-1.2365840627666405,,1.2871570201064982e-06,6.69635699263799e-07,5.155085543624156e-05,4.392293853693912e-06,3.132130975719161e-05,,up_in_tested,down_in_tested,up_in_tested,down_in_tested,down_in_tested,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
NDUFA12,ENSG00000184752,NDUFA12,NDUFA12,NADH:ubiquinone oxidoreductase subunit A12,dimgrey,dimgrey,MC100_vs_MC1,1,1,1.3077548635157135e-06,1.1060141228707114,1.1060141228707114,MC100_vs_MC1,1.1060141228707114,1.3077548635157135e-06,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.1060141228707114,,,,,,1.3077548635157135e-06,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
DDX41,ENSG00000183258,DDX41,DDX41,DEAD-box helicase 41,darkgrey,darkgrey,MC100_vs_MC1,1,1,1.3077548635157135e-06,1.0058897724834277,1.0058897724834277,MC100_vs_MC1,-1.0058897724834277,1.3077548635157135e-06,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.0058897724834277,,,,,,1.3077548635157135e-06,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
MEN1,ENSG00000133895,MEN1,MEN1,menin 1,darkgrey,darkgrey,MC100_vs_MC1,1,1,1.3923171735873296e-06,1.0094308674806916,1.0094308674806916,MC100_vs_MC1,-1.0094308674806916,1.3923171735873296e-06,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.0094308674806916,,,,,,1.3923171735873296e-06,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
PPP3R1,ENSG00000221823,PPP3R1,PPP3R1,"protein phosphatase 3 regulatory subunit B, alpha",darkgrey,darkgrey,MC100_vs_MC1;MD1_vs_CTR,2,2,1.5451913230702815e-06,1.0362157546546518,1.024406832989166,MD1_vs_CTR,1.0362157546546518,1.6455055001697573e-06,up_in_tested,1,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.0125979113236805,,1.0362157546546518,,,,1.5451913230702815e-06,,1.6455055001697573e-06,,,,down_in_tested,,up_in_tested,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
PIP4K2C,ENSG00000166908,PIP4K2C,PIP4K2C,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma,darkgrey,darkgrey,MD1_vs_CTR,1,1,1.5496288136544375e-06,1.4132797023263135,1.4132797023263135,MD1_vs_CTR,1.4132797023263135,1.5496288136544375e-06,up_in_tested,1,0,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,,,1.4132797023263135,,,,,,1.5496288136544375e-06,,,,,,up_in_tested,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
NDC80,ENSG00000080986,NDC80,NDC80,NDC80 kinetochore complex component,dimgrey,dimgrey,MD1_vs_CTR,1,1,1.6455055001697573e-06,1.0630627356110234,1.0630627356110234,MD1_vs_CTR,-1.0630627356110234,1.6455055001697573e-06,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,,,-1.0630627356110234,,,,,,1.6455055001697573e-06,,,,,,down_in_tested,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
ZNF865,ENSG00000261221,ZNF865,ZNF865,zinc finger protein 865,darkgrey,darkgrey,MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR,3,3,1.6669849427077518e-06,1.7488782466131734,1.4184470807489784,MC100_vs_MC1,-1.7488782466131734,1.6669849427077518e-06,down_in_tested,2,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,1.2594886404186827,,-1.7488782466131734,1.2469743552150794,,,0.0091703507205673,,1.6669849427077518e-06,0.0012650794041042,,,up_in_tested,,down_in_tested,up_in_tested,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
GNAS,ENSG00000087460,GNAS,GNAS,GNAS complex locus,dimgrey,dimgrey,MD1_vs_CTR,1,1,1.7003606221122858e-06,1.017765763304462,1.017765763304462,MD1_vs_CTR,-1.017765763304462,1.7003606221122858e-06,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,,,-1.017765763304462,,,,,,1.7003606221122858e-06,,,,,,down_in_tested,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
SMARCD2,ENSG00000108604,SMARCD2,SMARCD2,SWI/SNF related BAF chromatin remodeling complex subunit D2,darkgrey,darkgrey,MC100_vs_MC1,1,1,1.858753785342809e-06,1.2226171408139743,1.2226171408139743,MC100_vs_MC1,-1.2226171408139743,1.858753785342809e-06,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.2226171408139743,,,,,,1.858753785342809e-06,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
NUCB1,ENSG00000104805,NUCB1,NUCB1,nucleobindin 1,darkgrey,darkgrey,MC100_vs_MC1,1,1,1.922823546682929e-06,1.010784891023944,1.010784891023944,MC100_vs_MC1,-1.010784891023944,1.922823546682929e-06,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.010784891023944,,,,,,1.922823546682929e-06,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
PRMT1,ENSG00000126457,PRMT1,PRMT1,protein arginine methyltransferase 1,darkgrey,darkgrey,MC100_vs_MC1,1,1,1.9859082247175107e-06,1.370748639801013,1.370748639801013,MC100_vs_MC1,-1.370748639801013,1.9859082247175107e-06,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.370748639801013,,,,,,1.9859082247175107e-06,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
RPS26,ENSG00000197728,RPS26,RPS26,ribosomal protein S26,dimgrey,dimgrey,MA100_vs_CTR;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,5,5,2.362103200651514e-06,1.4522312690202943,1.1735779947449347,MD1_vs_CTR,-1.4522312690202943,2.362103200651514e-06,down_in_tested,1,4,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.2120463097034768,,-1.0363090622064377,1.1341345409604802,-1.0331687918339856,-1.4522312690202943,0.0001496427974188,,0.0039744360164184,0.000208942331062,0.0011740958433747,2.362103200651514e-06,down_in_tested,,down_in_tested,up_in_tested,down_in_tested,down_in_tested,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
UPF3B,ENSG00000125351,UPF3B,UPF3B,UPF3B regulator of nonsense mediated mRNA decay,dimgrey,dimgrey,MD1_vs_CTR,1,1,2.3870019655120183e-06,1.1192506205609518,1.1192506205609518,MD1_vs_CTR,-1.1192506205609518,2.3870019655120183e-06,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,,,-1.1192506205609518,,,,,,2.3870019655120183e-06,,,,,,down_in_tested,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
MMP14,ENSG00000157227,MMP14,MMP14,matrix metallopeptidase 14,dimgrey,dimgrey,MC100_vs_MC1,1,1,2.479835502069333e-06,1.191631414569249,1.191631414569249,MC100_vs_MC1,-1.191631414569249,2.479835502069333e-06,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,-1.191631414569249,,,,,,2.479835502069333e-06,,,,,,down_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
SERPINB2,ENSG00000197632,SERPINB2,SERPINB2,serpin family B member 2,mistyrose,mistyrose,MC100_vs_MC1;MC1_vs_CTR,2,2,2.917735731832902e-06,1.102942359909651,1.071896142311422,MC100_vs_MC1,1.102942359909651,2.917735731832902e-06,up_in_tested,1,1,deg_fraction,True,particle_size_um,-0.3310821963795144,0.1426416782130668,0.5170760835223672,0.01784037558685446,,,,1.102942359909651,-1.0408499247131926,,,,,2.917735731832902e-06,2.2322705971518285e-05,,,,,up_in_tested,down_in_tested,,2130,38,3,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,True,False
ASF1A,ENSG00000111875,ASF1A,ASF1A,anti-silencing function 1A histone chaperone,dimgrey,dimgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,4,4,3.109431486758193e-06,1.395819246646102,1.3066915050052785,MC100_vs_MC1,1.395819246646102,3.109431486758193e-06,up_in_tested,1,3,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.2471141529245906,,,1.395819246646102,-1.3707243552658526,-1.213108265184569,8.948465584105319e-05,,,3.109431486758193e-06,9.801367470925618e-06,0.0001021701418289,down_in_tested,,,up_in_tested,down_in_tested,down_in_tested,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
PKDCC,ENSG00000162878,PKDCC,PKDCC,"protein kinase domain containing, cytoplasmic",darkgrey,darkgrey,MD1_vs_CTR,1,1,3.257375253493261e-06,1.0229887940366265,1.0229887940366265,MD1_vs_CTR,1.0229887940366265,3.257375253493261e-06,up_in_tested,1,0,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,,,1.0229887940366265,,,,,,3.257375253493261e-06,,,,,,up_in_tested,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
HOXB4,ENSG00000182742,HOXB4,HOXB4,homeobox B4,dimgrey,dimgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,3,3,3.3853293505222644e-06,1.368159608187011,1.2928331227353007,MC100_vs_MC1,-1.368159608187011,3.3853293505222644e-06,down_in_tested,2,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,1.3460880569453657,,,-1.368159608187011,1.1642517030735255,,1.2607970271593162e-05,,,3.3853293505222644e-06,0.0001620082258341,,up_in_tested,,,down_in_tested,up_in_tested,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
SH3BP5L,ENSG00000175137,SH3BP5L,SH3BP5L,SH3 binding domain protein 5 like,darkgrey,darkgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,3.457517055873992e-06,1.8598094670950187,1.474587605184583,MC100_vs_MC1,-1.8598094670950187,3.457517055873992e-06,down_in_tested,1,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.8598094670950187,1.0893657432741473,,,,,3.457517055873992e-06,0.0125490192641266,,,,,down_in_tested,up_in_tested,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
ARPC1A,ENSG00000241685,ARPC1A,ARPC1A,actin related protein 2/3 complex subunit 1A,dimgrey,dimgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,3.813936887082938e-06,1.068007527063798,1.0508745018860794,MC1_vs_CTR,-1.068007527063798,4.165509965008511e-06,down_in_tested,1,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.0337414767083608,-1.068007527063798,,,,,3.813936887082938e-06,4.165509965008511e-06,,,,,up_in_tested,down_in_tested,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
MRS2,ENSG00000124532,MRS2,MRS2,magnesium transporter MRS2,mistyrose,mistyrose,MC100_vs_MC1;MC1_vs_CTR,2,2,4.5716188188803856e-06,1.3239557633360792,1.207296014910085,MC100_vs_MC1,1.3239557633360792,4.5716188188803856e-06,up_in_tested,1,1,deg_fraction,True,particle_size_um,-0.3310821963795144,0.1426416782130668,0.5170760835223672,0.01784037558685446,,,,1.3239557633360792,-1.090636266484091,,,,,4.5716188188803856e-06,0.000352086929695,,,,,up_in_tested,down_in_tested,,2130,38,3,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,True,False
NF1,ENSG00000196712,NF1,NF1,neurofibromin 1,gainsboro,gainsboro,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,4,4,4.765883660794097e-06,1.4682464832534288,1.1789550578246142,MC100_vs_MC1,-1.4682464832534288,4.765883660794097e-06,down_in_tested,3,1,deg_fraction,True,particle_size_um,-0.2764543534617769,0.2250855359964076,0.5934073221723475,0.04092526690391459,1.0741236375754877,,,-1.4682464832534288,1.063986668955632,1.1094634415139084,0.0019167146920353,,,4.765883660794097e-06,0.0017409149807043,0.001214312620919,up_in_tested,,,down_in_tested,up_in_tested,up_in_tested,1124,46,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
RNASEH2B,ENSG00000136104,RNASEH2B,RNASEH2B,ribonuclease H2 subunit B,dimgrey,dimgrey,MA100_vs_CTR;MC1_vs_CTR;MD1_vs_CTR,3,3,5.015458981282299e-06,1.3178441775686631,1.136066918706014,MA100_vs_CTR,-1.3178441775686631,5.015458981282299e-06,down_in_tested,0,3,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.3178441775686631,,,,-1.069637462956434,-1.0207191155929445,5.015458981282299e-06,,,,0.0001909498755156,0.0004320082705933,down_in_tested,,,,down_in_tested,down_in_tested,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
RACGAP1,ENSG00000161800,RACGAP1,RACGAP1,Rac GTPase activating protein 1,dimgrey,dimgrey,MC100_vs_MC1,1,1,5.143012467353824e-06,1.1139125105059624,1.1139125105059624,MC100_vs_MC1,1.1139125105059624,5.143012467353824e-06,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.1139125105059624,,,,,,5.143012467353824e-06,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
POLR2K,ENSG00000147669,POLR2K,POLR2K,"RNA polymerase II, I and III subunit K",dimgrey,dimgrey,MC100_vs_MC1,1,1,5.6533872941075865e-06,1.0562672279595413,1.0562672279595413,MC100_vs_MC1,1.0562672279595413,5.6533872941075865e-06,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.0562672279595413,,,,,,5.6533872941075865e-06,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
UHRF1,ENSG00000276043,UHRF1,UHRF1,ubiquitin like with PHD and ring finger domains 1,dimgrey,dimgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,6.050426120723103e-06,1.3295370636033927,1.1945191012900072,MC100_vs_MC1,1.3295370636033927,6.050426120723103e-06,up_in_tested,1,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.3295370636033927,-1.0595011389766216,,,,,6.050426120723103e-06,0.0006231303313387,,,,,up_in_tested,down_in_tested,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
ITPRIPL2,ENSG00000205730,ITPRIPL2,ITPRIPL2,ITPRIP like 2,gainsboro,gainsboro,MA100_vs_CTR,1,1,6.068926948346727e-06,1.1974669401311686,1.1974669401311686,MA100_vs_CTR,1.1974669401311686,6.068926948346727e-06,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.2764543534617769,0.2250855359964076,0.5934073221723475,0.04092526690391459,1.1974669401311686,,,,,,6.068926948346727e-06,,,,,,up_in_tested,,,,,,1124,46,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
CYTH3,ENSG00000008256,CYTH3,CYTH3,cytohesin 3,darkgrey,darkgrey,MC100_vs_MC1,1,1,6.579056549166549e-06,1.0521981592092664,1.0521981592092664,MC100_vs_MC1,-1.0521981592092664,6.579056549166549e-06,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.0521981592092664,,,,,,6.579056549166549e-06,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
SURF6,ENSG00000148296,SURF6,SURF6,surfeit 6,dimgrey,dimgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,3,3,6.9895245530094e-06,2.348818060851607,1.8760070180193822,MA100_vs_CTR,2.348818060851607,6.9895245530094e-06,up_in_tested,2,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,2.348818060851607,,,-1.692807370757659,1.586395622448881,,6.9895245530094e-06,,,0.0010667580776152,0.0031417025535102,,up_in_tested,,,down_in_tested,up_in_tested,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
ATP5PD,ENSG00000167863,ATP5PD,ATP5PD,ATP synthase peripheral stalk subunit d,dimgrey,dimgrey,MA100_vs_CTR,1,1,7.0393981840857545e-06,1.0759135706692051,1.0759135706692051,MA100_vs_CTR,-1.0759135706692051,7.0393981840857545e-06,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.0759135706692051,,,,,,7.0393981840857545e-06,,,,,,down_in_tested,,,,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
DPY30,ENSG00000162961,DPY30,DPY30,dpy-30 histone methyltransferase complex regulatory subunit,dimgrey,dimgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,7.290880350376548e-06,1.2454882825568834,1.1584053588202643,MC100_vs_MC1,1.2454882825568834,7.290880350376548e-06,up_in_tested,1,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.2454882825568834,-1.0713224350836452,,,,,7.290880350376548e-06,0.0002234546706928,,,,,up_in_tested,down_in_tested,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
ZNF83,ENSG00000167766,ZNF83,ZNF83,zinc finger protein 83,dimgrey,dimgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,3,3,8.556606468325779e-06,1.5543324145995852,1.3535340366703867,MC100_vs_MC1,1.5543324145995852,8.556606468325779e-06,up_in_tested,1,2,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.2639100969992596,,,1.5543324145995852,-1.2423595984123157,,0.0008127252677953,,,8.556606468325779e-06,0.0007601390668868,,down_in_tested,,,up_in_tested,down_in_tested,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
KDELR1,ENSG00000105438,KDELR1,KDELR1,KDEL endoplasmic reticulum protein retention receptor 1,darkgrey,darkgrey,MC100_vs_MC1,1,1,1.0098252313004708e-05,1.2196054293588348,1.2196054293588348,MC100_vs_MC1,-1.2196054293588348,1.0098252313004708e-05,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.2196054293588348,,,,,,1.0098252313004708e-05,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
