gene_id,gene_symbol,gene_name,notfound,gene_label
ENSG00000237440,ZNF737,zinc finger protein 737,False,ZNF737
ENSG00000237489,C10orf143,chromosome 10 open reading frame 143,False,C10orf143
ENSG00000237649,KIFC1,kinesin family member C1,False,KIFC1
ENSG00000237765,ZBED11,zinc finger BED-type containing 11,False,ZBED11
ENSG00000238083,LRRC37A2,leucine rich repeat containing 37 member A2,False,LRRC37A2
ENSG00000238227,TMEM250,transmembrane protein 250,False,TMEM250
ENSG00000239282,CASTOR1,cytosolic arginine sensor for mTORC1 subunit 1,False,CASTOR1
ENSG00000239305,RNF103,ring finger protein 103,False,RNF103
ENSG00000239306,RBM14,RNA binding motif protein 14,False,RBM14
ENSG00000239382,ALKBH6,"alkB homolog 6, nucleotide demethylase",False,ALKBH6
ENSG00000239388,ASB14,ankyrin repeat and SOCS box containing 14,False,ASB14
ENSG00000239672,NME1,NME/NM23 nucleoside diphosphate kinase 1,False,NME1
ENSG00000239697,TNFSF12,TNF superfamily member 12,False,TNFSF12
ENSG00000239713,APOBEC3G,apolipoprotein B mRNA editing enzyme catalytic subunit 3G,False,APOBEC3G
ENSG00000239779,WBP1,WW domain binding protein 1,False,WBP1
ENSG00000239789,MRPS17,mitochondrial ribosomal protein S17,False,MRPS17
ENSG00000239900,ADSL,adenylosuccinate lyase,False,ADSL
ENSG00000240065,PSMB9,proteasome 20S subunit beta 9,False,PSMB9
ENSG00000240230,COX19,cytochrome c oxidase assembly factor COX19,False,COX19
ENSG00000240344,PPIL3,peptidylprolyl isomerase like 3,False,PPIL3
ENSG00000240386,LCE1F,late cornified envelope 1F,False,LCE1F
ENSG00000240445,FOXO3B,forkhead box O3B,False,FOXO3B
ENSG00000240583,AQP1,aquaporin 1 (Colton blood group),False,AQP1
ENSG00000240682,ISY1,ISY1 spliceosome associated protein,False,ISY1
ENSG00000240849,PEDS1,plasmanylethanolamine desaturase 1,False,PEDS1
ENSG00000240857,RDH14,retinol dehydrogenase 14,False,RDH14
ENSG00000240891,PLCXD2,phosphatidylinositol specific phospholipase C X domain containing 2,False,PLCXD2
ENSG00000241058,NSUN6,NOP2/Sun RNA methyltransferase 6,False,NSUN6
ENSG00000241127,YAE1,YAE1 maturation factor of ABCE1,False,YAE1
ENSG00000241258,CRCP,CGRP receptor component,False,CRCP
ENSG00000241322,FBXW10B,F-box and WD repeat domain containing 10B,False,FBXW10B
ENSG00000241343,RPL36A,ribosomal protein L36a,False,RPL36A
ENSG00000241399,CD302,CD302 molecule,False,CD302
ENSG00000241468,ATP5MF,ATP synthase membrane subunit f,False,ATP5MF
ENSG00000241553,ARPC4,actin related protein 2/3 complex subunit 4,False,ARPC4
ENSG00000241644,INMT,indolethylamine N-methyltransferase,False,INMT
ENSG00000241685,ARPC1A,actin related protein 2/3 complex subunit 1A,False,ARPC1A
ENSG00000241837,ATP5PO,ATP synthase peripheral stalk subunit OSCP,False,ATP5PO
ENSG00000241839,PLEKHO2,pleckstrin homology domain containing O2,False,PLEKHO2
ENSG00000241852,C8orf58,chromosome 8 open reading frame 58,False,C8orf58
ENSG00000241878,PISD,phosphatidylserine decarboxylase,False,PISD
ENSG00000241945,PWP2,PWP2 small subunit processome component,False,PWP2
ENSG00000241973,PI4KA,phosphatidylinositol 4-kinase alpha,False,PI4KA
ENSG00000242028,HYPK,huntingtin interacting protein K,False,HYPK
ENSG00000242110,AMACR,alpha-methylacyl-CoA racemase,False,AMACR
ENSG00000242247,ARFGAP3,ARF GTPase activating protein 3,False,ARFGAP3
ENSG00000242259,C22orf39,chromosome 22 open reading frame 39,False,C22orf39
ENSG00000242265,PEG10,paternally expressed 10,False,PEG10
ENSG00000242372,EIF6,eukaryotic translation initiation factor 6,False,EIF6
ENSG00000242485,MRPL20,mitochondrial ribosomal protein L20,False,MRPL20
ENSG00000242498,ARPIN,actin related protein 2/3 complex inhibitor,False,ARPIN
ENSG00000242715,CCDC169,coiled-coil domain containing 169,False,CCDC169
ENSG00000242732,RTL5,retrotransposon Gag like 5,False,RTL5
ENSG00000242802,AP5Z1,adaptor related protein complex 5 subunit zeta 1,False,AP5Z1
ENSG00000243147,MRPL33,mitochondrial ribosomal protein L33,False,MRPL33
ENSG00000243156,MICAL3,"microtubule associated monooxygenase, calponin and LIM domain containing 3",False,MICAL3
ENSG00000243244,STON1,stonin 1,False,STON1
ENSG00000243284,VSIG8,V-set and immunoglobulin domain containing 8,False,VSIG8
ENSG00000243317,STMP1,short transmembrane mitochondrial protein 1,False,STMP1
ENSG00000243335,KCTD7,potassium channel tetramerization domain containing 7,False,KCTD7
ENSG00000243364,EFNA4,ephrin A4,False,EFNA4
ENSG00000243449,NICOL1,NELL2 interacting cell ontogeny regulator 1,False,NICOL1
ENSG00000243477,NAA80,"N-alpha-acetyltransferase 80, NatH catalytic subunit",False,NAA80
ENSG00000243646,IL10RB,interleukin 10 receptor subunit beta,False,IL10RB
ENSG00000243660,ZNF487,zinc finger protein 487,False,ZNF487
ENSG00000243667,DNAAF10,dynein axonemal assembly factor 10,False,DNAAF10
ENSG00000243678,NME2,NME/NM23 nucleoside diphosphate kinase 2,False,NME2
ENSG00000243710,CFAP57,cilia and flagella associated protein 57,False,CFAP57
ENSG00000243725,TTC4,tetratricopeptide repeat domain 4,False,TTC4
ENSG00000243811,APOBEC3D,apolipoprotein B mRNA editing enzyme catalytic subunit 3D,False,APOBEC3D
ENSG00000243927,MRPS6,mitochondrial ribosomal protein S6,False,MRPS6
ENSG00000243943,ZNF512,zinc finger protein 512,False,ZNF512
ENSG00000243978,RTL9,retrotransposon Gag like 9,False,RTL9
ENSG00000243989,ACY1,aminoacylase 1,False,ACY1
ENSG00000244005,NFS1,NFS1 cysteine desulfurase,False,NFS1
ENSG00000244038,DDOST,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit,False,DDOST
ENSG00000244045,VMA12,vacuolar ATPase assembly factor VMA12,False,VMA12
ENSG00000244165,P2RY11,purinergic receptor P2Y11,False,P2RY11
ENSG00000244187,TMEM141,transmembrane protein 141,False,TMEM141
ENSG00000244219,TMEM225B,transmembrane protein 225B,False,TMEM225B
ENSG00000244405,ETV5,ETS variant transcription factor 5,False,ETV5
ENSG00000244462,RBM12,RNA binding motif protein 12,False,RBM12
ENSG00000244486,SCARF2,scavenger receptor class F member 2,False,SCARF2
ENSG00000244509,APOBEC3C,apolipoprotein B mRNA editing enzyme catalytic subunit 3C,False,APOBEC3C
ENSG00000244588,RAD21L1,RAD21 cohesin complex component like 1,False,RAD21L1
ENSG00000244687,UBE2V1,ubiquitin conjugating enzyme E2 V1,False,UBE2V1
ENSG00000244694,PTCHD4,patched domain containing 4,False,PTCHD4
ENSG00000244754,N4BP2L2,NEDD4 binding protein 2 like 2,False,N4BP2L2
ENSG00000245146,LOC124900193,uncharacterized LOC124900193,False,LOC124900193
ENSG00000245680,ZNF585B,zinc finger protein 585B,False,ZNF585B
ENSG00000246705,H2AJ,H2A.J histone,False,H2AJ
ENSG00000246922,UBAP1L,ubiquitin associated protein 1 like,False,UBAP1L
ENSG00000247077,PGAM5,"PGAM family member 5, mitochondrial serine/threonine protein phosphatase",False,PGAM5
ENSG00000247315,ZCCHC3,zinc finger CCHC-type containing 3,False,ZCCHC3
ENSG00000247595,MISFA,mitochondrial sheath formation associated,False,MISFA
ENSG00000247596,TWF2,twinfilin actin binding protein 2,False,TWF2
ENSG00000247626,MARS2,"methionyl-tRNA synthetase 2, mitochondrial",False,MARS2
ENSG00000247746,USP51,ubiquitin specific peptidase 51,False,USP51
ENSG00000248333,CDK11B,cyclin dependent kinase 11B,False,CDK11B
ENSG00000248483,POU5F2,"POU domain class 5, transcription factor 2",False,POU5F2
ENSG00000248487,ABHD14A,abhydrolase domain containing 14A,False,ABHD14A
ENSG00000248712,DRC12,dynein regulatory complex subunit 12 homolog,False,DRC12
ENSG00000248905,FMN1,formin 1,False,FMN1
ENSG00000249115,HAUS5,HAUS augmin like complex subunit 5,False,HAUS5
ENSG00000249222,ATP5MGL,ATP synthase membrane subunit g like,False,ATP5MGL
ENSG00000249242,TMEM150C,transmembrane protein 150C,False,TMEM150C
ENSG00000249471,ZNF324B,zinc finger protein 324B,False,ZNF324B
ENSG00000249853,HS3ST5,heparan sulfate-glucosamine 3-sulfotransferase 5,False,HS3ST5
ENSG00000249915,PDCD6,programmed cell death 6,False,PDCD6
ENSG00000249992,TMEM158,transmembrane protein 158,False,TMEM158
ENSG00000250067,YJEFN3,YjeF N-terminal domain containing 3,False,YJEFN3
ENSG00000250305,TRMT9B,tRNA methyltransferase 9B (putative),False,TRMT9B
ENSG00000250312,ZNF718,zinc finger protein 718,False,ZNF718
ENSG00000250317,SMIM20,small integral membrane protein 20,False,SMIM20
ENSG00000250479,CHCHD10,coiled-coil-helix-coiled-coil-helix domain containing 10,False,CHCHD10
ENSG00000250510,GPR162,G protein-coupled receptor 162,False,GPR162
ENSG00000250565,ATP6V1E2,ATPase H+ transporting V1 subunit E2,False,ATP6V1E2
ENSG00000250571,GLI4,GLI family zinc finger 4,False,GLI4
ENSG00000250722,SELENOP,selenoprotein P,False,SELENOP
ENSG00000251192,ZNF674,zinc finger protein 674,False,ZNF674
ENSG00000251247,ZNF345,zinc finger protein 345,False,ZNF345
ENSG00000251369,ZNF550,zinc finger protein 550,False,ZNF550
ENSG00000251493,FOXD1,forkhead box D1,False,FOXD1
ENSG00000253159,PCDHGA12,"protocadherin gamma subfamily A, 12",False,PCDHGA12
ENSG00000253251,SHLD3,shieldin complex subunit 3,False,SHLD3
ENSG00000253276,CCDC71L,coiled-coil domain containing 71 like,False,CCDC71L
ENSG00000253293,HOXA10,homeobox A10,False,HOXA10
ENSG00000253304,TMEM200B,transmembrane protein 200B,False,TMEM200B
ENSG00000253305,PCDHGB6,"protocadherin gamma subfamily B, 6",False,PCDHGB6
ENSG00000253352,TUG1,taurine up-regulated 1,False,TUG1
ENSG00000253368,TRNP1,TMF1 regulated nuclear protein 1,False,TRNP1
ENSG00000253485,PCDHGA5,"protocadherin gamma subfamily A, 5",False,PCDHGA5
ENSG00000253506,NACA2,nascent polypeptide associated complex subunit alpha 2,False,NACA2
ENSG00000253537,PCDHGA7,"protocadherin gamma subfamily A, 7",False,PCDHGA7
ENSG00000253626,EIF5AL1,eukaryotic translation initiation factor 5A like 1,False,EIF5AL1
ENSG00000253710,ALG11,"ALG11 alpha-1,2-mannosyltransferase",False,ALG11
ENSG00000253719,ATXN7L3B,ataxin 7 like 3B,False,ATXN7L3B
ENSG00000253729,PRKDC,"protein kinase, DNA-activated, catalytic subunit",False,PRKDC
ENSG00000253731,PCDHGA6,"protocadherin gamma subfamily A, 6",False,PCDHGA6
ENSG00000253767,PCDHGA8,"protocadherin gamma subfamily A, 8",False,PCDHGA8
ENSG00000253846,PCDHGA10,"protocadherin gamma subfamily A, 10",False,PCDHGA10
ENSG00000253873,PCDHGA11,"protocadherin gamma subfamily A, 11",False,PCDHGA11
ENSG00000253910,PCDHGB2,"protocadherin gamma subfamily B, 2",False,PCDHGB2
ENSG00000254004,ZNF260,zinc finger protein 260,False,ZNF260
ENSG00000254087,LYN,"LYN proto-oncogene, Src family tyrosine kinase",False,LYN
ENSG00000254122,PCDHGB7,"protocadherin gamma subfamily B, 7",False,PCDHGB7
ENSG00000254206,NPIPB11,nuclear pore complex interacting protein family member B11,False,NPIPB11
ENSG00000254469,XNDC1N,"XRCC1 N-terminal domain containing 1, N-terminal like",False,XNDC1N
ENSG00000254470,AP5B1,adaptor related protein complex 5 subunit beta 1,False,AP5B1
ENSG00000254535,PABPC4L,poly(A) binding protein cytoplasmic 4 like,False,PABPC4L
ENSG00000254685,FPGT,fucose-1-phosphate guanylyltransferase,False,FPGT
ENSG00000254726,MEX3A,mex-3 RNA binding family member A,False,MEX3A
ENSG00000254858,MPV17L2,MPV17 mitochondrial inner membrane protein like 2,False,MPV17L2
ENSG00000254901,BORCS8,BLOC-1 related complex subunit 8,False,BORCS8
ENSG00000254986,DPP3,dipeptidyl peptidase 3,False,DPP3
ENSG00000254996,ANKHD1-EIF4EBP3,ANKHD1-EIF4EBP3 readthrough,False,ANKHD1-EIF4EBP3
ENSG00000254999,BRK1,BRICK1 subunit of SCAR/WAVE actin nucleating complex,False,BRK1
ENSG00000255112,CHMP1B,charged multivesicular body protein 1B,False,CHMP1B
ENSG00000255150,EID3,EP300 interacting inhibitor of differentiation 3,False,EID3
ENSG00000255302,EID1,EP300 interacting inhibitor of differentiation 1,False,EID1
ENSG00000255423,EBLN2,endogenous Bornavirus like nucleoprotein 2,False,EBLN2
ENSG00000255529,POLR2M,RNA polymerase II subunit M,False,POLR2M
ENSG00000255561,FDXACB1,ferredoxin-fold anticodon binding domain containing 1,False,FDXACB1
ENSG00000256053,COA8,cytochrome c oxidase assembly factor 8,False,COA8
ENSG00000256060,TRAPPC2B,trafficking protein particle complex subunit 2B,False,TRAPPC2B
ENSG00000256061,DNAAF4,dynein axonemal assembly factor 4,False,DNAAF4
ENSG00000256087,ZNF432,zinc finger protein 432,False,ZNF432
ENSG00000256223,ZNF10,zinc finger protein 10,False,ZNF10
ENSG00000256229,ZNF486,zinc finger protein 486,False,ZNF486
ENSG00000256235,SMIM3,small integral membrane protein 3,False,SMIM3
ENSG00000256269,HMBS,hydroxymethylbilane synthase,False,HMBS
ENSG00000256294,ZNF225,zinc finger protein 225,False,ZNF225
ENSG00000256525,POLG2,"DNA polymerase gamma 2, accessory subunit",False,POLG2
ENSG00000256683,ZNF350,zinc finger protein 350,False,ZNF350
ENSG00000256771,ZNF253,zinc finger protein 253,False,ZNF253
ENSG00000256806,C17orf100,chromosome 17 open reading frame 100,False,C17orf100
ENSG00000257103,LSM14A,LSM14A mRNA processing body assembly factor,False,LSM14A
ENSG00000257218,GATC,glutamyl-tRNA amidotransferase subunit C,False,GATC
ENSG00000257365,FNTB,"farnesyltransferase, CAAX box, subunit beta",False,FNTB
ENSG00000257704,INAFM1,InaF motif containing 1,False,INAFM1
ENSG00000257727,CNPY2,canopy FGF signaling regulator 2,False,CNPY2
ENSG00000257923,CUX1,cut like homeobox 1,False,CUX1
ENSG00000258102,MAP1LC3B2,microtubule associated protein 1 light chain 3 beta 2,False,MAP1LC3B2
ENSG00000258289,CHURC1,churchill domain containing 1,False,CHURC1
ENSG00000258366,RTEL1,regulator of telomere elongation helicase 1,False,RTEL1
ENSG00000258405,ZNF578,zinc finger protein 578,False,ZNF578
ENSG00000258484,SPESP1,sperm equatorial segment protein 1,False,SPESP1
ENSG00000258839,MC1R,melanocortin 1 receptor,False,MC1R
ENSG00000258890,CEP95,centrosomal protein 95,False,CEP95
ENSG00000258947,TUBB3,tubulin beta 3 class III,False,TUBB3
ENSG00000259030,FPGT-TNNI3K,FPGT-TNNI3K readthrough,False,FPGT-TNNI3K
ENSG00000259207,ITGB3,integrin subunit beta 3,False,ITGB3
ENSG00000259305,ZHX1-C8orf76,ZHX1-C8orf76 readthrough,False,ZHX1-C8orf76
ENSG00000259330,INAFM2,InaF motif containing 2,False,INAFM2
ENSG00000259494,MRPL46,mitochondrial ribosomal protein L46,False,MRPL46
ENSG00000259571,BLID,"BH3-like motif containing, cell death inducer",False,BLID
ENSG00000259956,RBM15B,RNA binding motif protein 15B,False,RBM15B
ENSG00000260027,HOXB7,homeobox B7,False,HOXB7
ENSG00000260316,LOC124903619,peptidyl-prolyl cis-trans isomerase CYP95-like,False,LOC124903619
ENSG00000260428,SCX,scleraxis bHLH transcription factor,False,SCX
ENSG00000260456,C16orf95,chromosome 16 open reading frame 95,False,C16orf95
ENSG00000260916,CCPG1,cell cycle progression 1,False,CCPG1
ENSG00000261115,TMEM178B,transmembrane protein 178B,False,TMEM178B
ENSG00000261221,ZNF865,zinc finger protein 865,False,ZNF865
ENSG00000261236,BOP1,BOP1 ribosomal biogenesis factor,False,BOP1
ENSG00000261341,SMIM47,small integral membrane protein 47,False,SMIM47
ENSG00000261609,GAN,gigaxonin,False,GAN
ENSG00000261652,PIERCE2,piercer of microtubule wall 2,False,PIERCE2
ENSG00000261971,LOC124900372,sialidase-like,False,LOC124900372
ENSG00000262165,C17orf114,chromosome 17 open reading frame 114,False,C17orf114
ENSG00000262655,SPON1,spondin 1,False,SPON1
ENSG00000262814,MRPL12,mitochondrial ribosomal protein L12,False,MRPL12
ENSG00000262919,CCNQ,cyclin Q,False,CCNQ
ENSG00000263001,GTF2I,general transcription factor IIi,False,GTF2I
ENSG00000263002,ZNF234,zinc finger protein 234,False,ZNF234
ENSG00000263465,SRSF8,serine and arginine rich splicing factor 8,False,SRSF8
ENSG00000263513,FAM72C,family with sequence similarity 72 member C,False,FAM72C
ENSG00000263528,IKBKE,inhibitor of nuclear factor kappa B kinase subunit epsilon,False,IKBKE
ENSG00000263874,LASP1NB,LASP1 neighbor,False,LASP1NB
ENSG00000263956,NBPF11,NBPF member 11,False,NBPF11
ENSG00000264343,NOTCH2NLA,notch 2 N-terminal like A,False,NOTCH2NLA
ENSG00000264364,DYNLL2,dynein light chain LC8-type 2,False,DYNLL2
ENSG00000264522,OTUD7B,OTU deubiquitinase 7B,False,OTUD7B
ENSG00000265241,RBM8A,RNA binding motif protein 8A,False,RBM8A
ENSG00000265354,TIMM23,translocase of inner mitochondrial membrane 23,False,TIMM23
ENSG00000265491,RNF115,ring finger protein 115,False,RNF115
ENSG00000265590,CFAP298-TCP10L,CFAP298-TCP10L readthrough,False,CFAP298-TCP10L
ENSG00000265808,SEC22B,"SEC22 homolog B, vesicle trafficking protein",False,SEC22B
ENSG00000265817,FSBP,fibrinogen silencer binding protein,False,FSBP
ENSG00000265972,TXNIP,thioredoxin interacting protein,False,TXNIP
ENSG00000266028,SRGAP2,SLIT-ROBO Rho GTPase activating protein 2,False,SRGAP2
ENSG00000266094,RASSF5,Ras association domain family member 5,False,RASSF5
ENSG00000266173,STRADA,STE20 related adaptor alpha,False,STRADA
ENSG00000266338,NBPF15,NBPF member 15,False,NBPF15
ENSG00000266412,NCOA4,nuclear receptor coactivator 4,False,NCOA4
ENSG00000266472,MRPS21,mitochondrial ribosomal protein S21,False,MRPS21
ENSG00000266524,GDF10,growth differentiation factor 10,False,GDF10
ENSG00000266967,AARSD1,alanyl-tRNA synthetase domain containing 1,False,AARSD1
ENSG00000267041,ZNF850,zinc finger protein 850,False,ZNF850
ENSG00000267060,PTGES3L,prostaglandin E synthase 3 like,False,PTGES3L
ENSG00000267508,ZNF285,zinc finger protein 285,False,ZNF285
ENSG00000267534,S1PR2,sphingosine-1-phosphate receptor 2,False,S1PR2
ENSG00000267680,ZNF224,zinc finger protein 224,False,ZNF224
ENSG00000267855,NDUFA7,NADH:ubiquinone oxidoreductase subunit A7,False,NDUFA7
ENSG00000268043,NBPF12,NBPF member 12,False,NBPF12
ENSG00000269343,ZNF587B,zinc finger protein 587B,False,ZNF587B
ENSG00000269556,TMEM185A,transmembrane protein 185A,False,TMEM185A
ENSG00000269696,ZNF470-DT,ZNF470 divergent transcript,False,ZNF470-DT
ENSG00000269713,NBPF9,NBPF member 9,False,NBPF9
ENSG00000269743,SLC25A53,solute carrier family 25 member 53,False,SLC25A53
ENSG00000269825,LOC122539214,Zinc finger protein LOC122539214,False,LOC122539214
ENSG00000270170,NCBP2AS2,NCBP2 antisense 2 (head to head),False,NCBP2AS2
ENSG00000270231,NBPF8,NBPF member 8,False,NBPF8
ENSG00000270629,NBPF14,NBPF member 14,False,NBPF14
ENSG00000270647,TAF15,TATA-box binding protein associated factor 15,False,TAF15
ENSG00000270885,RASL10B,RAS like family 10 member B,False,RASL10B
ENSG00000271092,TLCD4-RWDD3,TLCD4-RWDD3 readthrough,False,TLCD4-RWDD3
ENSG00000271383,NBPF19,NBPF member 19,False,NBPF19
ENSG00000271425,NBPF10,NBPF member 10,False,NBPF10
ENSG00000271601,LIX1L,limb and CNS expressed 1 like,False,LIX1L
ENSG00000271605,MILR1,mast cell immunoglobulin like receptor 1,False,MILR1
ENSG00000272008,LOC124901355,translation initiation factor IF-2-like,False,LOC124901355
ENSG00000272031,ANKRD34A,ankyrin repeat domain 34A,False,ANKRD34A
ENSG00000272047,GTF2H5,general transcription factor IIH subunit 5,False,GTF2H5
ENSG00000272333,KMT2B,lysine methyltransferase 2B,False,KMT2B
ENSG00000272391,POM121C,POM121 transmembrane nucleoporin C,False,POM121C
ENSG00000272602,ZNF595,zinc finger protein 595,False,ZNF595
ENSG00000272886,DCP1A,decapping mRNA 1A,False,DCP1A
ENSG00000272899,SPMIP1,sperm microtubule inner protein 1,False,SPMIP1
ENSG00000273173,SNURF,SNRPN upstream open reading frame,False,SNURF
ENSG00000273213,H3-7,H3.7 histone (putative),False,H3-7
ENSG00000273559,CWC25,CWC25 spliceosome associated protein,False,CWC25
ENSG00000273611,ZNHIT3,zinc finger HIT-type containing 3,False,ZNHIT3
ENSG00000273749,CYFIP1,cytoplasmic FMR1 interacting protein 1,False,CYFIP1
ENSG00000273802,H2BC8,H2B clustered histone 8,False,H2BC8
ENSG00000273820,USP27X,ubiquitin specific peptidase 27 X-linked,False,USP27X
ENSG00000273899,NOL12,nucleolar protein 12,False,NOL12
ENSG00000274070,CASTOR2,cytosolic arginine sensor for mTORC1 subunit 2,False,CASTOR2
ENSG00000274180,NATD1,N-acetyltransferase domain containing 1,False,NATD1
ENSG00000274211,SOCS7,suppressor of cytokine signaling 7,False,SOCS7
ENSG00000274290,H2BC6,H2B clustered histone 6,False,H2BC6
ENSG00000274349,ZNF658,zinc finger protein 658,False,ZNF658
