gene_id,gene_symbol,gene_label,gene_name,dynamic_module,module,module_label
ENSG00000162236,STX5,STX5,syntaxin 5,dimgrey,dimgrey,4
ENSG00000162244,RPL29,RPL29,ribosomal protein L29,dimgrey,dimgrey,4
ENSG00000162298,SYVN1,SYVN1,synoviolin 1,dimgrey,dimgrey,4
ENSG00000162300,ZFPL1,ZFPL1,zinc finger protein like 1,dimgrey,dimgrey,4
ENSG00000162302,RPS6KA4,RPS6KA4,ribosomal protein S6 kinase A4,darkgrey,darkgrey,1
ENSG00000162337,LRP5,LRP5,LDL receptor related protein 5,darkgrey,darkgrey,1
ENSG00000162341,TPCN2,TPCN2,two pore segment channel 2,darkgrey,darkgrey,1
ENSG00000162368,CMPK1,CMPK1,cytidine/uridine monophosphate kinase 1,dimgrey,dimgrey,4
ENSG00000162377,COA7,COA7,cytochrome c oxidase assembly factor 7,dimgrey,dimgrey,4
ENSG00000162378,ZYG11B,ZYG11B,"zyg-11 family member B, cell cycle regulator",darkgrey,darkgrey,1
ENSG00000162384,CZIB,CZIB,CXXC motif containing zinc binding protein,dimgrey,dimgrey,4
ENSG00000162385,MAGOH,MAGOH,"mago homolog, exon junction complex subunit",darkgrey,darkgrey,1
ENSG00000162390,ACOT11,ACOT11,acyl-CoA thioesterase 11,darkgrey,darkgrey,1
ENSG00000162396,PARS2,PARS2,"prolyl-tRNA synthetase 2, mitochondrial",darkgrey,darkgrey,1
ENSG00000162402,USP24,USP24,ubiquitin specific peptidase 24,brown,brown,0
ENSG00000162407,PLPP3,PLPP3,phospholipid phosphatase 3,darkgrey,darkgrey,1
ENSG00000162408,NOL9,NOL9,nucleolar protein 9,darkgrey,darkgrey,1
ENSG00000162409,PRKAA2,PRKAA2,protein kinase AMP-activated catalytic subunit alpha 2,darkgrey,darkgrey,1
ENSG00000162413,KLHL21,KLHL21,kelch like family member 21,darkgrey,darkgrey,1
ENSG00000162415,ZSWIM5,ZSWIM5,zinc finger SWIM-type containing 5,dimgrey,dimgrey,4
ENSG00000162419,GMEB1,GMEB1,glucocorticoid modulatory element binding protein 1,dimgrey,dimgrey,4
ENSG00000162426,SLC45A1,SLC45A1,solute carrier family 45 member 1,indianred,indianred,6
ENSG00000162430,SELENON,SELENON,selenoprotein N,dimgrey,dimgrey,4
ENSG00000162433,AK4,AK4,adenylate kinase 4,darkgrey,darkgrey,1
ENSG00000162434,JAK1,JAK1,Janus kinase 1,whitesmoke,whitesmoke,13
ENSG00000162437,RAVER2,RAVER2,"ribonucleoprotein, PTB binding 2",brown,brown,0
ENSG00000162441,LZIC,LZIC,leucine zipper and CTNNBIP1 domain containing,dimgrey,dimgrey,4
ENSG00000162458,FBLIM1,FBLIM1,filamin binding LIM protein 1,dimgrey,dimgrey,4
ENSG00000162461,SLC25A34,SLC25A34,solute carrier family 25 member 34,maroon,maroon,9
ENSG00000162482,AKR7A3,AKR7A3,aldo-keto reductase family 7 member A3,indianred,indianred,6
ENSG00000162494,LRRC38,LRRC38,leucine rich repeat containing 38,dimgrey,dimgrey,4
ENSG00000162496,DHRS3,DHRS3,dehydrogenase/reductase 3,red,red,11
ENSG00000162511,LAPTM5,LAPTM5,lysosomal protein transmembrane 5,brown,brown,0
ENSG00000162512,SDC3,SDC3,syndecan 3,darkgrey,darkgrey,1
ENSG00000162517,PEF1,PEF1,penta-EF-hand domain containing 1,dimgrey,dimgrey,4
ENSG00000162521,RBBP4,RBBP4,"RB binding protein 4, chromatin remodeling factor",dimgrey,dimgrey,4
ENSG00000162522,NHSL3,NHSL3,NHS like 3,lightgrey,lightgrey,8
ENSG00000162542,TMCO4,TMCO4,transmembrane and coiled-coil domains 4,dimgrey,dimgrey,4
ENSG00000162545,CAMK2N1,CAMK2N1,calcium/calmodulin dependent protein kinase II inhibitor 1,whitesmoke,whitesmoke,13
ENSG00000162551,ALPL,ALPL,"alkaline phosphatase, biomineralization associated",whitesmoke,whitesmoke,13
ENSG00000162572,SCNN1D,SCNN1D,sodium channel epithelial 1 subunit delta,maroon,maroon,9
ENSG00000162576,MXRA8,MXRA8,matrix remodeling associated 8,darkgrey,darkgrey,1
ENSG00000162585,FAAP20,FAAP20,FA core complex associated protein 20,dimgrey,dimgrey,4
ENSG00000162591,MEGF6,MEGF6,multiple EGF like domains 6,snow,snow,12
ENSG00000162595,DIRAS3,DIRAS3,DIRAS family GTPase 3,lightgrey,lightgrey,8
ENSG00000162599,NFIA,NFIA,nuclear factor I A,darkgrey,darkgrey,1
ENSG00000162600,OMA1,OMA1,OMA1 zinc metallopeptidase,whitesmoke,whitesmoke,13
ENSG00000162601,MYSM1,MYSM1,"Myb like, SWIRM and MPN domains 1",firebrick,firebrick,5
ENSG00000162604,TM2D1,TM2D1,TM2 domain containing 1,darkgrey,darkgrey,1
ENSG00000162607,USP1,USP1,ubiquitin specific peptidase 1,lightgrey,lightgrey,8
ENSG00000162613,FUBP1,FUBP1,far upstream element binding protein 1,darkgrey,darkgrey,1
ENSG00000162614,NEXN,NEXN,nexilin F-actin binding protein,brown,brown,0
ENSG00000162616,DNAJB4,DNAJB4,DnaJ heat shock protein family (Hsp40) member B4,dimgrey,dimgrey,4
ENSG00000162618,ADGRL4,ADGRL4,adhesion G protein-coupled receptor L4,lightgrey,lightgrey,8
ENSG00000162620,LRRIQ3,LRRIQ3,leucine rich repeats and IQ motif containing 3,dimgrey,dimgrey,4
ENSG00000162623,TYW3,TYW3,tRNA-yW synthesizing protein 3 homolog,darkgrey,darkgrey,1
ENSG00000162627,SNX7,SNX7,sorting nexin 7,darkgrey,darkgrey,1
ENSG00000162630,B3GALT2,B3GALT2,"beta-1,3-galactosyltransferase 2",darkgrey,darkgrey,1
ENSG00000162631,NTNG1,NTNG1,netrin G1,dimgrey,dimgrey,4
ENSG00000162636,EEIG2,EEIG2,EEIG family member 2,indianred,indianred,6
ENSG00000162639,HENMT1,HENMT1,HEN methyltransferase 1,dimgrey,dimgrey,4
ENSG00000162641,AKNAD1,AKNAD1,AKNA domain containing 1,lightgrey,lightgrey,8
ENSG00000162642,C1orf52,C1orf52,chromosome 1 open reading frame 52,dimgrey,dimgrey,4
ENSG00000162643,DNAI3,DNAI3,dynein axonemal intermediate chain 3,snow,snow,12
ENSG00000162645,GBP2,GBP2,guanylate binding protein 2,mistyrose,mistyrose,10
ENSG00000162650,ATXN7L2,ATXN7L2,ataxin 7 like 2,lightcoral,lightcoral,7
ENSG00000162654,GBP4,GBP4,guanylate binding protein 4,dimgrey,dimgrey,4
ENSG00000162664,ZNF326,ZNF326,zinc finger protein 326,darkgrey,darkgrey,1
ENSG00000162688,AGL,AGL,"amylo-alpha-1,6-glucosidase and 4-alpha-glucanotransferase",dimgrey,dimgrey,4
ENSG00000162692,VCAM1,VCAM1,vascular cell adhesion molecule 1,brown,brown,0
ENSG00000162694,EXTL2,EXTL2,exostosin like glycosyltransferase 2,darkgrey,darkgrey,1
ENSG00000162695,SLC30A7,SLC30A7,solute carrier family 30 member 7,dimgrey,dimgrey,4
ENSG00000162702,ZNF281,ZNF281,zinc finger protein 281,darkgrey,darkgrey,1
ENSG00000162704,ARPC5,ARPC5,actin related protein 2/3 complex subunit 5,lightcoral,lightcoral,7
ENSG00000162722,TRIM58,TRIM58,tripartite motif containing 58,darkgrey,darkgrey,1
ENSG00000162729,IGSF8,IGSF8,immunoglobulin superfamily member 8,lightcoral,lightcoral,7
ENSG00000162733,DDR2,DDR2,discoidin domain receptor tyrosine kinase 2,darkgrey,darkgrey,1
ENSG00000162734,PEA15,PEA15,proliferation and apoptosis adaptor protein 15,dimgrey,dimgrey,4
ENSG00000162735,PEX19,PEX19,peroxisomal biogenesis factor 19,darkgrey,darkgrey,1
ENSG00000162736,NCSTN,NCSTN,nicastrin,darkgrey,darkgrey,1
ENSG00000162745,OLFML2B,OLFML2B,olfactomedin like 2B,whitesmoke,whitesmoke,13
ENSG00000162746,FCRLB,FCRLB,Fc receptor like B,dimgrey,dimgrey,4
ENSG00000162755,KLHDC9,KLHDC9,kelch domain containing 9,dimgrey,dimgrey,4
ENSG00000162769,FLVCR1,FLVCR1,FLVCR choline and heme transporter 1,dimgrey,dimgrey,4
ENSG00000162772,ATF3,ATF3,activating transcription factor 3,darkgrey,darkgrey,1
ENSG00000162775,RBM15,RBM15,RNA binding motif protein 15,darkgrey,darkgrey,1
ENSG00000162777,DENND2D,DENND2D,DENN domain containing 2D,dimgrey,dimgrey,4
ENSG00000162783,IER5,IER5,immediate early response 5,darkgrey,darkgrey,1
ENSG00000162804,SNED1,SNED1,"sushi, nidogen and EGF like domains 1",darkgrey,darkgrey,1
ENSG00000162813,BPNT1,BPNT1,"3'(2'), 5'-bisphosphate nucleotidase 1",dimgrey,dimgrey,4
ENSG00000162814,SPATA17,SPATA17,spermatogenesis associated 17,dimgrey,dimgrey,4
ENSG00000162817,C1orf115,C1orf115,chromosome 1 open reading frame 115,dimgrey,dimgrey,4
ENSG00000162819,BROX,BROX,BRO1 domain and CAAX motif containing,dimgrey,dimgrey,4
ENSG00000162825,NBPF20,NBPF20,NBPF member 20,darkgrey,darkgrey,1
ENSG00000162836,ACP6,ACP6,"acid phosphatase 6, lysophosphatidic",dimgrey,dimgrey,4
ENSG00000162851,TFB2M,TFB2M,"transcription factor B2, mitochondrial",brown,brown,0
ENSG00000162852,CNST,CNST,"consortin, connexin sorting protein",dimgrey,dimgrey,4
ENSG00000162869,PPP1R21,PPP1R21,protein phosphatase 1 regulatory subunit 21,dimgrey,dimgrey,4
ENSG00000162878,PKDCC,PKDCC,"protein kinase domain containing, cytoplasmic",darkgrey,darkgrey,1
ENSG00000162882,HAAO,HAAO,"3-hydroxyanthranilate 3,4-dioxygenase",maroon,maroon,9
ENSG00000162889,MAPKAPK2,MAPKAPK2,MAPK activated protein kinase 2,darkgrey,darkgrey,1
ENSG00000162894,FCMR,FCMR,Fc mu receptor,dimgrey,dimgrey,4
ENSG00000162909,CAPN2,CAPN2,calpain 2,dimgrey,dimgrey,4
ENSG00000162910,MRPL55,MRPL55,mitochondrial ribosomal protein L55,darkgrey,darkgrey,1
ENSG00000162923,WDR26,WDR26,WD repeat domain 26,dimgrey,dimgrey,4
ENSG00000162924,REL,REL,"REL proto-oncogene, NF-kB subunit",dimgrey,dimgrey,4
ENSG00000162927,PUS10,PUS10,pseudouridine synthase 10,dimgrey,dimgrey,4
ENSG00000162928,PEX13,PEX13,peroxisomal biogenesis factor 13,dimgrey,dimgrey,4
ENSG00000162929,SANBR,SANBR,SANT and BTB domain regulator of CSR,dimgrey,dimgrey,4
ENSG00000162944,RFTN2,RFTN2,raftlin family member 2,dimgrey,dimgrey,4
ENSG00000162946,DISC1,DISC1,DISC1 scaffold protein,brown,brown,0
ENSG00000162959,MEMO1,MEMO1,mediator of cell motility 1,dimgrey,dimgrey,4
ENSG00000162961,DPY30,DPY30,dpy-30 histone methyltransferase complex regulatory subunit,dimgrey,dimgrey,4
ENSG00000162971,TYW5,TYW5,tRNA-yW synthesizing protein 5,darkgrey,darkgrey,1
ENSG00000162972,MAIP1,MAIP1,matrix AAA peptidase interacting protein 1,firebrick,firebrick,5
ENSG00000162975,KCNF1,KCNF1,potassium voltage-gated channel modifier subfamily F member 1,red,red,11
ENSG00000162976,SLC66A3,SLC66A3,solute carrier family 66 member 3,maroon,maroon,9
ENSG00000162980,ARL5A,ARL5A,ARF like GTPase 5A,dimgrey,dimgrey,4
ENSG00000162981,LRATD1,LRATD1,LRAT domain containing 1,brown,brown,0
ENSG00000162994,CLHC1,CLHC1,clathrin heavy chain linker domain containing 1,dimgrey,dimgrey,4
ENSG00000162998,FRZB,FRZB,frizzled related protein,dimgrey,dimgrey,4
ENSG00000162999,DUSP19,DUSP19,dual specificity phosphatase 19,brown,brown,0
ENSG00000163001,CFAP36,CFAP36,cilia and flagella associated protein 36,dimgrey,dimgrey,4
ENSG00000163002,NUP35,NUP35,nucleoporin 35,darkgrey,darkgrey,1
ENSG00000163006,CCDC138,CCDC138,coiled-coil domain containing 138,dimgrey,dimgrey,4
ENSG00000163013,FBXO41,FBXO41,F-box protein 41,dimgrey,dimgrey,4
ENSG00000163017,ACTG2,ACTG2,"actin gamma 2, smooth muscle",dimgrey,dimgrey,4
ENSG00000163026,WDCP,WDCP,WD repeat and coiled coil containing,dimgrey,dimgrey,4
ENSG00000163029,SMC6,SMC6,structural maintenance of chromosomes 6,lightgrey,lightgrey,8
ENSG00000163032,VSNL1,VSNL1,visinin like 1,dimgrey,dimgrey,4
ENSG00000163040,CCDC74A,CCDC74A,coiled-coil domain containing 74A,dimgrey,dimgrey,4
ENSG00000163041,H3-3A,H3-3A,H3.3 histone A,dimgrey,dimgrey,4
ENSG00000163053,SLC16A14,SLC16A14,solute carrier family 16 member 14,darkgrey,darkgrey,1
ENSG00000163069,SGCB,SGCB,sarcoglycan beta,dimgrey,dimgrey,4
ENSG00000163071,SPATA18,SPATA18,spermatogenesis associated 18,darkgrey,darkgrey,1
ENSG00000163082,SGPP2,SGPP2,sphingosine-1-phosphate phosphatase 2,dimgrey,dimgrey,4
ENSG00000163083,INHBB,INHBB,inhibin subunit beta B,darkgrey,darkgrey,1
ENSG00000163092,XIRP2,XIRP2,xin actin binding repeat containing 2,lightgrey,lightgrey,8
ENSG00000163093,BBS5,BBS5,Bardet-Biedl syndrome 5,whitesmoke,whitesmoke,13
ENSG00000163104,SMARCAD1,SMARCAD1,SNF2 related chromatin remodeling ATPase with DExD box 1,darkgrey,darkgrey,1
ENSG00000163110,PDLIM5,PDLIM5,PDZ and LIM domain 5,mistyrose,mistyrose,10
ENSG00000163125,RPRD2,RPRD2,regulation of nuclear pre-mRNA domain containing 2,darkgrey,darkgrey,1
ENSG00000163126,ANKRD23,ANKRD23,ankyrin repeat domain 23,darkgrey,darkgrey,1
ENSG00000163131,CTSS,CTSS,cathepsin S,brown,brown,0
ENSG00000163132,MSX1,MSX1,msh homeobox 1,darkgrey,darkgrey,1
ENSG00000163138,PACRGL,PACRGL,parkin coregulated like,dimgrey,dimgrey,4
ENSG00000163145,C1QTNF7,C1QTNF7,C1q and TNF related 7,brown,brown,0
ENSG00000163155,LYSMD1,LYSMD1,LysM domain containing 1,dimgrey,dimgrey,4
ENSG00000163156,SCNM1,SCNM1,sodium channel modifier 1,darkgrey,darkgrey,1
ENSG00000163157,TMOD4,TMOD4,tropomodulin 4,dimgrey,dimgrey,4
ENSG00000163159,VPS72,VPS72,vacuolar protein sorting 72 homolog,darkgrey,darkgrey,1
ENSG00000163161,ERCC3,ERCC3,"ERCC excision repair 3, TFIIH core complex helicase subunit",darkgrey,darkgrey,1
ENSG00000163162,RNF149,RNF149,ring finger protein 149,indianred,indianred,6
ENSG00000163166,IWS1,IWS1,"interacts with SUPT6H, CTD assembly factor 1",lightgrey,lightgrey,8
ENSG00000163170,BOLA3,BOLA3,bolA family member 3,dimgrey,dimgrey,4
ENSG00000163171,CDC42EP3,CDC42EP3,CDC42 effector protein 3,dimgrey,dimgrey,4
ENSG00000163191,S100A11,S100A11,S100 calcium binding protein A11,dimgrey,dimgrey,4
ENSG00000163202,LCE3D,LCE3D,late cornified envelope 3D,dimgrey,dimgrey,4
ENSG00000163207,IVL,IVL,involucrin,dimgrey,dimgrey,4
ENSG00000163214,DHX57,DHX57,DExH-box helicase 57,dimgrey,dimgrey,4
ENSG00000163219,ARHGAP25,ARHGAP25,Rho GTPase activating protein 25,dimgrey,dimgrey,4
ENSG00000163249,CCNYL1,CCNYL1,cyclin Y like 1,darkgrey,darkgrey,1
ENSG00000163251,FZD5,FZD5,frizzled class receptor 5,darkgrey,darkgrey,1
ENSG00000163257,DCAF16,DCAF16,DDB1 and CUL4 associated factor 16,darkgrey,darkgrey,1
ENSG00000163281,GNPDA2,GNPDA2,glucosamine-6-phosphate deaminase 2,dimgrey,dimgrey,4
ENSG00000163288,GABRB1,GABRB1,gamma-aminobutyric acid type A receptor subunit beta1,darkgrey,darkgrey,1
ENSG00000163291,PAQR3,PAQR3,progestin and adipoQ receptor family member 3,brown,brown,0
ENSG00000163297,ANTXR2,ANTXR2,ANTXR cell adhesion molecule 2,dimgrey,dimgrey,4
ENSG00000163312,HELQ,HELQ,"helicase, POLQ like",snow,snow,12
ENSG00000163319,MRPS18C,MRPS18C,mitochondrial ribosomal protein S18C,dimgrey,dimgrey,4
ENSG00000163320,CGGBP1,CGGBP1,CGG triplet repeat binding protein 1,dimgrey,dimgrey,4
ENSG00000163322,ABRAXAS1,ABRAXAS1,"abraxas 1, BRCA1 A complex subunit",dimgrey,dimgrey,4
ENSG00000163328,GPR155,GPR155,G protein-coupled receptor 155,darkgrey,darkgrey,1
ENSG00000163344,PMVK,PMVK,phosphomevalonate kinase,indianred,indianred,6
ENSG00000163346,PBXIP1,PBXIP1,PBX homeobox interacting protein 1,darkgrey,darkgrey,1
ENSG00000163347,CLDN1,CLDN1,claudin 1,darkgrey,darkgrey,1
ENSG00000163348,PYGO2,PYGO2,pygopus family PHD finger 2,darkgrey,darkgrey,1
ENSG00000163349,HIPK1,HIPK1,homeodomain interacting protein kinase 1,darkgrey,darkgrey,1
ENSG00000163359,COL6A3,COL6A3,collagen type VI alpha 3 chain,darkgrey,darkgrey,1
ENSG00000163374,YY1AP1,YY1AP1,YY1 associated protein 1,dimgrey,dimgrey,4
ENSG00000163376,KBTBD8,KBTBD8,kelch repeat and BTB domain containing 8,brown,brown,0
ENSG00000163378,EOGT,EOGT,EGF domain specific O-linked N-acetylglucosamine transferase,darkgrey,darkgrey,1
ENSG00000163380,LMOD3,LMOD3,leiomodin 3,firebrick,firebrick,5
ENSG00000163382,NAXE,NAXE,NAD(P)HX epimerase,brown,brown,0
ENSG00000163389,POGLUT1,POGLUT1,protein O-glucosyltransferase 1,dimgrey,dimgrey,4
ENSG00000163393,SLC22A15,SLC22A15,solute carrier family 22 member 15,dimgrey,dimgrey,4
ENSG00000163395,IGFN1,IGFN1,immunoglobulin like and fibronectin type III domain containing 1,darkgrey,darkgrey,1
ENSG00000163399,ATP1A1,ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,darkgrey,darkgrey,1
ENSG00000163412,EIF4E3,EIF4E3,eukaryotic translation initiation factor 4E family member 3,lightcoral,lightcoral,7
ENSG00000163428,LRRC58,LRRC58,leucine rich repeat containing 58,darkgrey,darkgrey,1
ENSG00000163430,FSTL1,FSTL1,follistatin like 1,dimgrey,dimgrey,4
ENSG00000163431,LMOD1,LMOD1,leiomodin 1,whitesmoke,whitesmoke,13
ENSG00000163444,TMEM183A,TMEM183A,transmembrane protein 183A,indianred,indianred,6
ENSG00000163449,TMEM169,TMEM169,transmembrane protein 169,darkgrey,darkgrey,1
ENSG00000163453,IGFBP7,IGFBP7,insulin like growth factor binding protein 7,dimgrey,dimgrey,4
ENSG00000163462,TRIM46,TRIM46,tripartite motif containing 46,dimgrey,dimgrey,4
ENSG00000163463,KRTCAP2,KRTCAP2,keratinocyte associated protein 2,dimgrey,dimgrey,4
ENSG00000163466,ARPC2,ARPC2,actin related protein 2/3 complex subunit 2,darkgrey,darkgrey,1
ENSG00000163467,TSACC,TSACC,TSSK6 activating cochaperone,dimgrey,dimgrey,4
ENSG00000163468,CCT3,CCT3,chaperonin containing TCP1 subunit 3,whitesmoke,whitesmoke,13
ENSG00000163472,TMEM79,TMEM79,transmembrane protein 79,darkgrey,darkgrey,1
ENSG00000163479,SSR2,SSR2,signal sequence receptor subunit 2,dimgrey,dimgrey,4
ENSG00000163481,RNF25,RNF25,ring finger protein 25,indianred,indianred,6
ENSG00000163482,STK36,STK36,serine/threonine kinase 36,darkgrey,darkgrey,1
ENSG00000163485,ADORA1,ADORA1,adenosine A1 receptor,darkgrey,darkgrey,1
ENSG00000163491,NEK10,NEK10,NIMA related kinase 10,darkgrey,darkgrey,1
ENSG00000163507,CIP2A,CIP2A,cellular inhibitor of PP2A,lightgrey,lightgrey,8
ENSG00000163510,CWC22,CWC22,CWC22 spliceosome associated protein,snow,snow,12
ENSG00000163512,AZI2,AZI2,5-azacytidine induced 2,brown,brown,0
ENSG00000163513,TGFBR2,TGFBR2,transforming growth factor beta receptor 2,dimgrey,dimgrey,4
ENSG00000163516,ANKZF1,ANKZF1,ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1,darkgrey,darkgrey,1
ENSG00000163517,HDAC11,HDAC11,histone deacetylase 11,darkgrey,darkgrey,1
ENSG00000163520,FBLN2,FBLN2,fibulin 2,dimgrey,dimgrey,4
ENSG00000163521,GLB1L,GLB1L,galactosidase beta 1 like,brown,brown,0
ENSG00000163527,STT3B,STT3B,STT3 oligosaccharyltransferase complex catalytic subunit B,darkgrey,darkgrey,1
ENSG00000163528,CHCHD4,CHCHD4,coiled-coil-helix-coiled-coil-helix domain containing 4,lightgrey,lightgrey,8
ENSG00000163531,NFASC,NFASC,neurofascin,brown,brown,0
ENSG00000163535,SGO2,SGO2,shugoshin 2,dimgrey,dimgrey,4
ENSG00000163536,SERPINI1,SERPINI1,serpin family I member 1,dimgrey,dimgrey,4
ENSG00000163539,CLASP2,CLASP2,cytoplasmic linker associated protein 2,dimgrey,dimgrey,4
ENSG00000163541,SUCLG1,SUCLG1,succinate-CoA ligase GDP/ADP-forming subunit alpha,lightgrey,lightgrey,8
ENSG00000163545,NUAK2,NUAK2,NUAK family kinase 2,dimgrey,dimgrey,4
ENSG00000163558,PRKCI,PRKCI,protein kinase C iota,darkgrey,darkgrey,1
ENSG00000163565,IFI16,IFI16,interferon gamma inducible protein 16,dimgrey,dimgrey,4
ENSG00000163577,EIF5A2,EIF5A2,eukaryotic translation initiation factor 5A2,dimgrey,dimgrey,4
ENSG00000163584,RPL22L1,RPL22L1,ribosomal protein L22 like 1,dimgrey,dimgrey,4
ENSG00000163590,PPM1L,PPM1L,"protein phosphatase, Mg2+/Mn2+ dependent 1L",darkgrey,darkgrey,1
ENSG00000163596,ICA1L,ICA1L,islet cell autoantigen 1 like,maroon,maroon,9
ENSG00000163602,RYBP,RYBP,RING1 and YY1 binding protein,darkgrey,darkgrey,1
ENSG00000163605,PPP4R2,PPP4R2,protein phosphatase 4 regulatory subunit 2,darkgrey,darkgrey,1
ENSG00000163607,GTPBP8,GTPBP8,GTP binding protein 8,dimgrey,dimgrey,4
ENSG00000163608,RMP64,RMP64,ribonuclease MRP subunit p64,dimgrey,dimgrey,4
ENSG00000163611,SPICE1,SPICE1,spindle and centriole associated protein 1,dimgrey,dimgrey,4
ENSG00000163617,CCDC191,CCDC191,coiled-coil domain containing 191,dimgrey,dimgrey,4
ENSG00000163618,CADPS,CADPS,calcium dependent secretion activator,brown,brown,0
ENSG00000163623,NKX6-1,NKX6-1,NK6 homeobox 1,darkgrey,darkgrey,1
ENSG00000163625,WDFY3,WDFY3,WD repeat and FYVE domain containing 3,darkgrey,darkgrey,1
ENSG00000163626,COX18,COX18,cytochrome c oxidase assembly factor COX18,dimgrey,dimgrey,4
ENSG00000163629,PTPN13,PTPN13,protein tyrosine phosphatase non-receptor type 13,lightcoral,lightcoral,7
ENSG00000163632,C3orf49,C3orf49,chromosome 3 open reading frame 49,dimgrey,dimgrey,4
ENSG00000163634,THOC7,THOC7,THO complex subunit 7,dimgrey,dimgrey,4
ENSG00000163635,ATXN7,ATXN7,ataxin 7,darkgrey,darkgrey,1
ENSG00000163636,PSMD6,PSMD6,"proteasome 26S subunit, non-ATPase 6",dimgrey,dimgrey,4
ENSG00000163637,PRICKLE2,PRICKLE2,prickle planar cell polarity protein 2,dimgrey,dimgrey,4
ENSG00000163638,ADAMTS9,ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9,indianred,indianred,6
ENSG00000163644,PPM1K,PPM1K,"protein phosphatase, Mg2+/Mn2+ dependent 1K",indianred,indianred,6
ENSG00000163655,GMPS,GMPS,guanosine monophosphate synthase,dimgrey,dimgrey,4
ENSG00000163659,TIPARP,TIPARP,TCDD inducible poly(ADP-ribose) polymerase,lightcoral,lightcoral,7
ENSG00000163660,CCNL1,CCNL1,cyclin L1,dimgrey,dimgrey,4
ENSG00000163661,PTX3,PTX3,pentraxin 3,indianred,indianred,6
ENSG00000163681,SLMAP,SLMAP,sarcolemma associated protein,darkgrey,darkgrey,1
ENSG00000163682,RPL9,RPL9,ribosomal protein L9,dimgrey,dimgrey,4
ENSG00000163683,SMIM14,SMIM14,small integral membrane protein 14,darkgrey,darkgrey,1
ENSG00000163684,RPP14,RPP14,ribonuclease P/MRP subunit p14,dimgrey,dimgrey,4
ENSG00000163686,ABHD6,ABHD6,"abhydrolase domain containing 6, acylglycerol lipase",dimgrey,dimgrey,4
ENSG00000163689,CFAP20DC,CFAP20DC,CFAP20 domain containing,dimgrey,dimgrey,4
ENSG00000163694,RBM47,RBM47,RNA binding motif protein 47,dimgrey,dimgrey,4
ENSG00000163697,APBB2,APBB2,amyloid beta precursor protein binding family B member 2,dimgrey,dimgrey,4
ENSG00000163701,IL17RE,IL17RE,interleukin 17 receptor E,darkgrey,darkgrey,1
ENSG00000163702,IL17RC,IL17RC,interleukin 17 receptor C,darkgrey,darkgrey,1
ENSG00000163703,CRELD1,CRELD1,CRELD disulfide isomerase 1,maroon,maroon,9
ENSG00000163704,PRRT3,PRRT3,proline rich transmembrane protein 3,darkgrey,darkgrey,1
ENSG00000163705,FANCD2OS,FANCD2OS,FANCD2 opposite strand,dimgrey,dimgrey,4
ENSG00000163710,PCOLCE2,PCOLCE2,procollagen C-endopeptidase enhancer 2,darkgrey,darkgrey,1
ENSG00000163714,U2SURP,U2SURP,U2 snRNP associated SURP domain containing,snow,snow,12
ENSG00000163719,MTMR14,MTMR14,myotubularin related protein 14,dimgrey,dimgrey,4
ENSG00000163728,TTC14,TTC14,tetratricopeptide repeat domain 14,lightgrey,lightgrey,8
ENSG00000163734,CXCL3,CXCL3,C-X-C motif chemokine ligand 3,darkgrey,darkgrey,1
ENSG00000163735,CXCL5,CXCL5,C-X-C motif chemokine ligand 5,darkgrey,darkgrey,1
ENSG00000163738,MTHFD2L,MTHFD2L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like,dimgrey,dimgrey,4
ENSG00000163743,RCHY1,RCHY1,ring finger and CHY zinc finger domain containing 1,brown,brown,0
ENSG00000163754,GYG1,GYG1,glycogenin 1,dimgrey,dimgrey,4
ENSG00000163755,HPS3,HPS3,HPS3 biogenesis of lysosomal organelles complex 2 subunit 1,dimgrey,dimgrey,4
ENSG00000163781,TOPBP1,TOPBP1,DNA topoisomerase II binding protein 1,dimgrey,dimgrey,4
ENSG00000163785,RYK,RYK,receptor like tyrosine kinase,darkgrey,darkgrey,1
ENSG00000163788,SNRK,SNRK,SNF related kinase,dimgrey,dimgrey,4
ENSG00000163798,SLC4A1AP,SLC4A1AP,solute carrier family 4 member 1 adaptor protein,whitesmoke,whitesmoke,13
ENSG00000163803,PLB1,PLB1,phospholipase B1,indianred,indianred,6
ENSG00000163807,KIAA1143,KIAA1143,KIAA1143,dimgrey,dimgrey,4
